,fpr,tpr,thresholds
89,0.14488935721812435,0.3,6.9698165623507045
90,0.14488935721812435,0.31,6.96358976466783
91,0.1459430979978925,0.31,6.95923777948824
92,0.1459430979978925,0.32,6.9546164533042285
93,0.14805057955742887,0.32,6.949001101769496
94,0.14805057955742887,0.34,6.941587280723502
95,0.1506849315068493,0.34,6.90792543837331
96,0.15279241306638566,0.34,6.906524679575468
97,0.15700737618545837,0.34,6.8791240497467765
98,0.15700737618545837,0.35,6.876361977660687
99,0.15806111696522657,0.35,6.8737186434172735
100,0.15806111696522657,0.36,6.869296470197575
101,0.16174920969441517,0.36,6.8419140876807365
102,0.16280295047418336,0.36,6.833319763267026
103,0.17386722866174922,0.36,6.774888445829284
104,0.17386722866174922,0.37,6.768938164581783
105,0.18177028451001054,0.37,6.701922981255965
106,0.1828240252897787,0.37,6.701705437258908
107,0.1833508956796628,0.37,6.696799838278746
108,0.1833508956796628,0.38,6.68776605255796
109,0.18440463645943098,0.38,6.685975680135559
110,0.18440463645943098,0.39,6.682884284970412
111,0.18914646996838777,0.39,6.652609887864273
112,0.18914646996838777,0.41,6.6493712167419945
113,0.19494204425711276,0.41,6.628813799376191
114,0.19599578503688092,0.41,6.626680499644376
115,0.2017913593256059,0.41,6.5686350632298485
116,0.20284510010537407,0.41,6.567682291473514
117,0.2054794520547945,0.41,6.537912468776471
118,0.2054794520547945,0.42,6.533851485002673
119,0.20864067439409906,0.42,6.5183279055264425
120,0.20969441517386722,0.42,6.517734442340827
121,0.21285563751317177,0.42,6.502814679304204
122,0.21285563751317177,0.44,6.494454096437888
123,0.21285563751317177,0.45,6.488293079525738
124,0.21812434141201265,0.45,6.45101396031508
125,0.21812434141201265,0.46,6.45058320531886
126,0.2191780821917808,0.46,6.445779355756122
127,0.2191780821917808,0.47,6.4412891987346255
128,0.220231822971549,0.47,6.433721188564272
129,0.220231822971549,0.48,6.430546491858945
130,0.22128556375131717,0.48,6.42845317238263
131,0.22233930453108536,0.48,6.4246189442233685
132,0.22233930453108536,0.5,6.423129638377342
133,0.22391991570073763,0.5,6.409198480194341
134,0.22391991570073763,0.51,6.407020175988446
135,0.2249736564805058,0.51,6.402885001684374
136,0.22602739726027396,0.51,6.399822191093631
137,0.22760800842992623,0.51,6.394094542139188
138,0.22866174920969443,0.51,6.3939444849422165
139,0.24183350895679662,0.51,6.329754260110535
140,0.24394099051633297,0.51,6.327052319116151
141,0.24499473129610116,0.51,6.32646099317493
142,0.24499473129610116,0.53,6.325883264152132
143,0.24868282402528977,0.53,6.313002461396186
144,0.24868282402528977,0.54,6.311420960865992
145,0.2565858798735511,0.54,6.263805946910143
146,0.2565858798735511,0.56,6.251470415354907
147,0.25869336143308747,0.56,6.238776315317208
148,0.25869336143308747,0.57,6.238512346494717
149,0.2713382507903056,0.57,6.192560548324997
150,0.27344573234984193,0.57,6.1876276379909525
151,0.2802950474183351,0.57,6.161255265646473
152,0.2802950474183351,0.58,6.160537571561908
153,0.2850368809272919,0.58,6.134313934967286
154,0.28609062170706007,0.58,6.131212177416285
155,0.2897787144362487,0.58,6.11560692157655
156,0.29083245521601686,0.58,6.1137712969477285
157,0.2945205479452055,0.58,6.104775247060094
158,0.29557428872497366,0.58,6.100575083038874
159,0.2966280295047418,0.58,6.099942611256207
160,0.29768177028451,0.58,6.099401664797084
161,0.30084299262381453,0.58,6.087549096059692
162,0.30084299262381453,0.59,6.084603417284588
163,0.3029504741833509,0.59,6.0770172004197285
164,0.3029504741833509,0.6,6.076786337462282
165,0.3040042149631191,0.6,6.073086848843001
166,0.30505795574288724,0.6,6.0711298948200145
167,0.3055848261327713,0.6,6.0710898317616815
168,0.3055848261327713,0.61,6.0703362545338715
169,0.3055848261327713,0.63,6.065734596719718
170,0.3066385669125395,0.63,6.060418963788644
171,0.3076923076923077,0.63,6.05512106705145
172,0.3087460484720759,0.63,6.0461622445637655
173,0.30979978925184404,0.63,6.045458937980393
174,0.3124341412012645,0.63,6.034908415421523
175,0.3124341412012645,0.65,6.032628783288997
176,0.31401475237091675,0.65,6.022320138677774
177,0.3150684931506849,0.65,6.019171438561448
178,0.3166491043203372,0.65,6.012272172529332
179,0.3166491043203372,0.66,6.008323010709829
180,0.3177028451001054,0.66,6.0063017683878375
181,0.3177028451001054,0.67,6.006108541672687
182,0.3240252897787144,0.67,5.987477737538513
183,0.3261327713382508,0.67,5.976841175509126
184,0.3303477344573235,0.67,5.968250663929624
185,0.3303477344573235,0.68,5.967528728586959
186,0.33245521601685984,0.68,5.953423454517031
187,0.333508956796628,0.68,5.953149168771539
188,0.339304531085353,0.68,5.859193773005141
189,0.3403582718651212,0.68,5.857365489523495
190,0.34773445732349845,0.68,5.822209146663103
191,0.3487881981032666,0.68,5.818100132834719
192,0.35511064278187565,0.68,5.786066720353037
193,0.35511064278187565,0.69,5.783140875313878
194,0.3577449947312961,0.69,5.767629987963827
195,0.3577449947312961,0.71,5.766168896940175
196,0.3677555321390938,0.71,5.7402319115120255
197,0.36880927291886195,0.71,5.738317110409953
198,0.380927291886196,0.71,5.695197414056977
199,0.380927291886196,0.72,5.6936285905308734
200,0.38461538461538464,0.72,5.677727179991639
201,0.3856691253951528,0.72,5.677133137962576
202,0.39673340358271864,0.72,5.647941999616751
203,0.39673340358271864,0.73,5.646532818812593
204,0.39831401475237094,0.73,5.6448824620220535
205,0.39831401475237094,0.74,5.6412020255628885
206,0.4246575342465753,0.74,5.538499797721213
207,0.42571127502634354,0.74,5.537252866580548
208,0.43045310853530033,0.74,5.525860717887967
209,0.43045310853530033,0.75,5.525486741309236
210,0.4315068493150685,0.75,5.512843456116143
211,0.43256059009483666,0.75,5.5090278730890505
212,0.43308746048472074,0.75,5.50797174520827
213,0.43414120126448896,0.75,5.501706177624147
214,0.4367755532139094,0.75,5.491102851489125
215,0.4367755532139094,0.76,5.490586258744536
216,0.43888303477344576,0.76,5.478424831561208
217,0.43888303477344576,0.77,5.473549511253856
218,0.458377239199157,0.77,5.399297034366343
219,0.458377239199157,0.78,5.395697775932177
220,0.46153846153846156,0.78,5.385856026150839
221,0.46259220231822973,0.78,5.385381719896772
222,0.4683877766069547,0.78,5.3728643123980415
223,0.46944151738672285,0.78,5.372331943799669
224,0.4720758693361433,0.78,5.3659068439626205
225,0.4720758693361433,0.79,5.3650928762722225
226,0.4731296101159115,0.79,5.3624704704209085
227,0.4731296101159115,0.8,5.360789176191814
228,0.47365648050579556,0.8,5.3601708311007
229,0.47365648050579556,0.81,5.359734782554714
230,0.4794520547945205,0.81,5.342441087628005
231,0.4794520547945205,0.82,5.34033547258455
232,0.47997892518440466,0.82,5.338293392700036
233,0.47997892518440466,0.84,5.3335763016709885
234,0.4952581664910432,0.84,5.262246457051561
235,0.49631190727081137,0.84,5.261598695698045
236,0.49789251844046367,0.84,5.258392227523996
237,0.49789251844046367,0.85,5.257339109621255
238,0.5021074815595363,0.85,5.251673137879824
239,0.5031612223393045,0.85,5.2512510259059715
240,0.5126448893572181,0.85,5.213034413875766
241,0.5136986301369864,0.85,5.2112756000210085
242,0.5421496311907271,0.85,5.135257217523956
243,0.5421496311907271,0.86,5.134792020790818
244,0.5463645943097998,0.86,5.129602243427168
245,0.5463645943097998,0.87,5.129203995355477
246,0.5690200210748156,0.87,5.0722792870797715
247,0.5690200210748156,0.88,5.070224079789795
248,0.5727081138040042,0.88,5.058902490860826
249,0.5737618545837724,0.88,5.057309748188095
250,0.5811380400421496,0.88,5.028121883885498
251,0.5811380400421496,0.9,5.026510128475383
252,0.5895679662802951,0.9,4.993055903617578
253,0.5895679662802951,0.92,4.990203315471857
254,0.5906217070600632,0.92,4.9874799665679665
255,0.5916754478398314,0.92,4.987058608406912
256,0.5937829293993677,0.92,4.976490623732666
257,0.5948366701791359,0.92,4.968063488644233
258,0.6006322444678609,0.92,4.931201403743252
259,0.6016859852476291,0.92,4.919891644551583
260,0.613277133825079,0.92,4.873120825982986
261,0.6143308746048473,0.92,4.872496326755724
262,0.6169652265542677,0.92,4.855345256822101
263,0.6180189673340358,0.92,4.855297130335954
264,0.6217070600632244,0.92,4.844429529933289
265,0.6217070600632244,0.93,4.843120615781556
266,0.6243414120126449,0.93,4.8312715863653874
267,0.6253951527924131,0.93,4.830580001131988
268,0.6485774499473129,0.93,4.719820939811308
269,0.6485774499473129,0.94,4.719110493021501
270,0.649104320337197,0.94,4.7168207369151816
271,0.649104320337197,0.95,4.715325848431365
272,0.6512118018967334,0.95,4.706506147933342
273,0.6512118018967334,0.96,4.7046541496903815
274,0.6554267650158061,0.96,4.676156578892127
275,0.6554267650158061,0.97,4.668451841332426
276,0.6749209694415174,0.97,4.502695554450751
277,0.6749209694415174,0.99,4.500094539132076
278,0.6807165437302424,0.99,4.474770460844481
279,0.6817702845100105,0.99,4.461109787645851
280,0.6854583772391991,0.99,4.402342246727605
281,0.6865121180189674,0.99,4.364016758919797
282,0.6996838777660696,0.99,4.0320151295297775
283,0.6996838777660696,1.0,4.002607471598597
284,0.7007376185458377,1.0,3.9648000582253946
285,0.7054794520547946,1.0,3.5100842438930098
286,0.7065331928345627,1.0,3.3399636291906436
287,0.7075869336143309,1.0,2.2000000194867653
288,0.7091675447839831,1.0,4.818194454525578e-15
289,1.0,1.0,0.0
